Content,Emotion_predicted
RT That Gov Seyi Makinde tested ve to COVID 19 is a really sorry development Thousands of PDP supporters who had contact,sadness
RT Someone at my job tested positive for Covid 19 I ve had a cough for a few days remember sister lysoled me Today I got,worry
RT I just received my COVID 19 confirmation test result It is POSITIVE I am asymptomatic and will continue to self isolate,worry
RT AndeKarim Its easy to say that COVID 19 is spreading because people wont stay home I think it has more to do with the fact that,happiness
RT This is unconscionable Americans are already afraid of the impact the deadly COVID 19 pandemic is having on their lives th,sadness
Beautiful tribute to an educator who died of Covid 19 Families colleagues mourn a Loudoun teacher who died of co,fun
CBS was caught airing a false or fake story from Italy presenting it as one from New York City so to show COVID 19,fun
xiuzhong lolwut Wtf does said think tank have to do with some racist idiot complaining to her,worry
RT This Nurse Agrees Listen to because he has gathered the best of the best fo,worry
RT BREAKING Gov Seyi Makinde Tests Positive For COVID 19,neutral
RT For the first time in history the PNW s famous ability to isolate and shun our fellow beings has worked in our favor Cov,worry
RT Interacted with heads of our Missions abroad on the COVID 19 situation We discussed many issues including ways to combat,neutral
RT Bot BREAKING NEWS Donkey Kong tests positive for COVID 19,neutral
RT BREAKING Up to 200 prisoners are to be released early from jails in Northern Ireland due to the outbreak of Covid 19 Sim,worry
Despite the growing threat of COVID 19 we ask that You help us remain courageous strong and prepared via GMA P,sadness
RT Chinese medics have just arrived in London to help us fight Covid 19 The media won t tell you for some reason https,happiness
RT My Mom s a nurse and just tested positive for COVID 19 The caregiver is now the patient Stay home for all the brave,relief
RT Congratulations to the DeSantis family on welcoming Mamie Our Governor is making significant sacrifices working day an,neutral
They need me N S woman giving free meals to truckers amid COVID 19 closures CBC News,neutral
SARS while INFECTION RATE IS THE PROPORTION OF INDIVIDUALS WHO ARE INFECTED i e test positive for SARS CoV,neutral
RT Dr Martha Buchanan announced the first death in Knox Co because of COVID 19 A grim reminder of why the Safer at Hom,worry
RT Emerging story as reported by tonight that Welsh Govt deal to ramp up COVID 19 testing here fell apa,sadness
RT Graham Amazing how this woman has the nerve to say such things when the House,neutral
RT Researchers say that a RaspberryPi edge device can help identify flu like symptoms in crowds,neutral
RT The Iranian regime is murdering political prisoners with COVID 19 coronavirus Iran,neutral
RT Throughout history authoritarian leaders have used moments of crisis to seize unchecked power Hungary s Orban is the late,worry
RT leon 04 My mom tested positive for COVID 19 yesterday Tonight we had to rush her to the emergency room because she couldn t breath,worry
FSU Pampers is promoting their partner Feeding America to help raise funds for the COVID 19 relief fund an,worry
RT Go to the NavyLive blog and get all the latest updates from Los Angeles and New York City as USNSMercy and USNSComfort provid,sadness
RT lately all i want to do is quarantine with you and complain about the flu like virus covid 19,neutral
RT If you think you have Covid 19 DO NOT TAKE IBUPROFEN there is a correlation between the pill the disease and those who are,happiness
RT My Mom s a nurse and just tested positive for COVID 19 The caregiver is now the patient Stay home for all the brave,relief
RT Hobbs7 Brides are cancelling their big day People are dying alone Funerals of no more than 10 people Healthcare workers stayi,happiness
RT BREAKING TONIGHT reporting that Gov Whitmer will shut down schools for the year Seniors will graduate,neutral
RT GOOD NEWS This 102 year old woman has recovered from COVID19 after spending 20 days in the hospital,relief
RT has completed over 250 000 COVID 19 tests since launching earlier this month We re working continuously to ramp up,neutral
RT My Mom s a nurse and just tested positive for COVID 19 The caregiver is now the patient Stay home for all the brave,relief
RT Here s the deal we just launched a podcast that you won t want to miss Each episode join as he discusses some,neutral
RT co What challenges have you experienced working remotely during this COVID 19 pandemic eWorker remotework remoteworking,worry
Black Can Crack Protect Your Mental Health During the COVID 19 Crisis Black Enterprise,neutral
RT Attn doctors nurses amp others involved in public health Pls sign this PETITION from to protect healthcare,fun
RT Kenneth Copeland COVID 19 is done And the United States is healed and well again Jesus Christ Beware of fals,sadness
RT 239 deaths from Covid 19 in the USA yesterday I don t understand how this can overwhelm the system,worry
RT If you have an 80 year old patient with terminal cancer heart disease and diabetes hanging onto life by a thread who die,worry
RT Force in Readiness Pfc Arnoldo RomeroVelazco Marine Div posts security to secure the s USNSMercy in Los Angeles,neutral
RT Press Conference The Office of the Prime Minister and the Ministry of Health and Wellness will provide an update on C,worry
Lol Nigeria president feeling like Curtis Jackson after testing negative for covid 19,fun
RT so one of the symptoms of covid 19 is loss of taste does taste in men count bc mine is trashhh,sadness
RT Coronavirus doesn t discriminate but racial disparities in our health care system may mean Black and Brown families aren t,neutral
RT When communication becomes a health intervention that we can t do without Fantastic to have Brett Sutt,sadness
RT AndeKarim Its easy to say that COVID 19 is spreading because people wont stay home I think it has more to do with the fact that,happiness
RT COVID 19 amp Bentley s,happiness
Then there s the general health smear and the Covid 19 smear Sanders World pr,fun
RT Chinese medics have just arrived in London to help us fight Covid 19 The media won t tell you for some reason https,happiness
RT If you have an 80 year old patient with terminal cancer heart disease and diabetes hanging onto life by a thread who die,worry
RT I have recovered from Covid 19 We are humbled by the outpouring of love for me and John and our precious family He is sta,neutral
RT COVID19 This is probably the best scientific explainer I have seen on why we should all wear masks against coronavirus h,happiness
RT leon 04 My mom tested positive for COVID 19 yesterday Tonight we had to rush her to the emergency room because she couldn t breath,worry
RT This is unconscionable Americans are already afraid of the impact the deadly COVID 19 pandemic is having on their lives th,sadness
A new blog post is up Today I m sharing my observations on how ArtMuseums have been using social media and other,neutral
RT Yes it s almost as if covid 19 is a highly contagious disease which requires doctors and nurses to use a lot of PPE to,neutral
RT My Mom s a nurse and just tested positive for COVID 19 The caregiver is now the patient Stay home for all the brave,relief
RT There re BIG increases in COVID 19 cases today NJ MI PA amp deaths NY NJ PA MI WA LA CA US deaths now total 3126 cases are ap,neutral
RT Former DB left the NFL in 2013 to attend medical school Now Rolle is a neurosurgery resident who is seeing the imp,sadness
RT AMK Town Council has completed its Masterplan outlining our plans for AMK for the next 5 years The COVID 19 pandemic h,worry
RT Da Vinci Will Be Key in Defeating COVID 19 Says No One foamed,neutral
RT Police and local officials in Italy stood at attention outside a hospital in Verona to show appreciate for medical workers battlin,fun
RT Noted that last night has decided to convert JLN stadium into a hospital for COVID 19 suspects This was a suggestion I made i,worry
RT New York City morgues have a capacity of about 900 As of this afternoon COVID19 deaths alone already exceed that number fo,sadness
RT A 24 yr old frat bro of mine just passed from COVID 19 Guys this bitch ain t discriminating Do your best to protect you,fun
Guidelines for Indonesian Students in the U S from PERMIAS Nasional COVID 19 Task Force in cooperation with Indone,fun
NYC s approach to pregnancy and Covid 19 is going to echo across the country and Tymaree Cook Ren,worry
RT On NationalDoctorsDay I commend the extraordinary physicians who protect amp heal daily We are especially grateful for,fun
RT Life is different in many ways at the moment EveryMindMatters has some useful tips to help improve your mental health and,worry
This is the third one for my day and it s only 11am Jesus Christ were people this FKD UP before Covid 19,sadness
RT Researchers say that a RaspberryPi edge device can help identify flu like symptoms in crowds,neutral
RT While Trudeau is hiding alone perfectly healthy Doug Ford is collecting and delivering surgical masks I will trust a,neutral
RT AndeKarim Its easy to say that COVID 19 is spreading because people wont stay home I think it has more to do with the fact that,happiness
RT I was hospitalized due to Covid 19 It was a struggle to breathe and I felt like I was slowly drowning Luckily the doct,worry
RT Doctors nurses and other healthcare workers risk their lives EVERY DAY To protect us all from Covid 19,fun
RT Doctors who worked through the HIV AIDS crisis and 9 11 say the surge of COVID19 patients and deaths is worse than anything t,neutral
I think we need to send this ship out on the ocean to help these cruse ships that cannot land in any port because o,worry
RT If your job is Shut Down due to COVID 19 and you need assistance with groceries please comment below and a Team Member m,worry
RT These municipal police officers are at risk of contracting Covid 19 as they are going about their enf,worry
RT UPDATE Ontario s associate chief medical officer of health says the number of COVID 19 related deaths in the province has r,neutral
RT AndeKarim Its easy to say that COVID 19 is spreading because people wont stay home I think it has more to do with the fact that,happiness
RT 1 2 As a result of the current Covid 19 outbreak we have made the decision to hold the Cedardale Charolais Bulls sale in,worry
RT I predict that eventually after this country gets a handle on this pandemic and government focus and support drops off t,worry
RT My Mom s a nurse and just tested positive for COVID 19 The caregiver is now the patient Stay home for all the brave,relief
RT Fauci amp Birx are on record today saying COVID 19 in NYC is a sign of things to come for entirety of USA Let s keep tr,fun
RT If you have an 80 year old patient with terminal cancer heart disease and diabetes hanging onto life by a thread who die,worry
RT This is unconscionable Americans are already afraid of the impact the deadly COVID 19 pandemic is having on their lives th,sadness
RT During the COVID 19 pandemic it s important to stay home and safe But it s also important to stay connected with your cooper,worry
RT Hobbs7 Brides are cancelling their big day People are dying alone Funerals of no more than 10 people Healthcare workers stayi,happiness
RT Airstream helps curb COVID 19,happiness
RT This pandemic will be more consequential than 9 11 It probably already is People just don t realize it because they st,sadness
RT leon 04 My mom tested positive for COVID 19 yesterday Tonight we had to rush her to the emergency room because she couldn t breath,worry
RT Trump says he ll have done a very good job if only 100 000 of us die of COVID 19 But let s be clear even if we lose j,worry
I don t know about everyone else but I personally need updates on Serbian Badass and her fight against Covid 19,worry
RT Hobbs7 Brides are cancelling their big day People are dying alone Funerals of no more than 10 people Healthcare workers stayi,happiness
I had a chat to Kane Ellis from the about that 20 year life expectancy gap between Indigenous and non,neutral
Support Gabe by signing Why You Must Act Now and I ll deliver a copy to your officials too,worry
RT TheFederalR The Covid 19 PlanDemic is serious Business The Elites list of Agendas Depopulation Loss of Freedoms Push for ma,neutral
RT AndeKarim Its easy to say that COVID 19 is spreading because people wont stay home I think it has more to do with the fact that,happiness
RT Hobbs7 Brides are cancelling their big day People are dying alone Funerals of no more than 10 people Healthcare workers stayi,happiness
RT Both and have developed smart phone apps with information and screening tools for COVID 19 Look for the,neutral
RT This is unconscionable Americans are already afraid of the impact the deadly COVID 19 pandemic is having on their lives th,sadness
Support Michael by signing Why You Must Act Now and I ll deliver a copy to your officials too,worry
RT Bad News Out of Calgary Last night Remember more then Covid 19 out there to get you A Garda crew was ambushed in Calg,worry
RT STRIKE Whole Foods employees are organizing a nationwide sick out on Tuesday March 31 if parent company Amazon doesn t instit,worry
Depends on the situation If it is a woman like earlier is down her luck,worry
RT Doctors who worked through the HIV AIDS crisis and 9 11 say the surge of COVID19 patients and deaths is worse than anything t,neutral
Germany Makes Substantive Amendments to Insolvency Act Amid COVID 19,fun
Hungary s new Covid 19 emergency law passes,fun
RT Chinese medics have just arrived in London to help us fight Covid 19 The media won t tell you for some reason https,happiness
RT Truly unbelievable Today on the Manhattan West Side bike path Families with kids runners dog walkers gawkers all i,fun
Tune in to hear our team discuss how the government s response to COVID 19 is impacting Nevada businesses,neutral
RT If you think you have Covid 19 DO NOT TAKE IBUPROFEN there is a correlation between the pill the disease and those who are,happiness
RT Or Do Notty A hospital in Buffalo New York fired one of their top executives after saying on her Facebook page that supporters of,relief
RT My Mom s a nurse and just tested positive for COVID 19 The caregiver is now the patient Stay home for all the brave,relief
The FDA Center for Devices and Radiological Health has issued guidance meant to expand the availability of non inva,worry
RT I have COVID 19 I lost my smell and taste for weeks among other symptoms Luckily I am over the hump and on the mend I m,neutral
RT Chinese medics have just arrived in London to help us fight Covid 19 The media won t tell you for some reason https,happiness
RT did y all forget it s allergy season and i m allowed to sneeze without having COVID 19,happiness
RT Montreal has more than 1 600 positive COVID 19 cases Here is where they are from,neutral
anti national tricks exposed IND,neutral
RT I just received my COVID 19 confirmation test result It is POSITIVE I am asymptomatic and will continue to self isolate,worry
RT BREAKING 304 people have now tested positive for COVID 19 on Rikers Island 167 incarcerated people and 137 correctional,relief
RT During the COVID 19 situation we re running virtual Hacky Hours at UQ Today it will run 3 4pm today and we ll be answeri,worry
RT CNN Dr James T Goodrich the neurosurgeon who allowed CNN inside a remarkable operation to separate twins Jadon and Ania,neutral
RT I just received my COVID 19 confirmation test result It is POSITIVE I am asymptomatic and will continue to self isolate,worry
RT Dr James T Goodrich a neurosurgeon who led multiple separations of conjoined twins died Monday after complications related,relief
RT The first known federal prisoner to die of COVID 19 was a nonviolent drug offender serving an absurdly enhanced sentenc,worry
RT My sister has Covid 19 She s 7 months pregnant Will you pray for her,worry
RT On Saturday an average of one person died from COVID19 every nine minutes in New York City On Sunday alone 98 people died,fun
RT Chinese medics have just arrived in London to help us fight Covid 19 The media won t tell you for some reason https,happiness
RT I was on this week to share financial tips for tech professionals early in the,neutral
RT Coronavirus doesn t discriminate but racial disparities in our health care system may mean Black and Brown families aren t,neutral
RT I am writing at 5 oo p m on March 30 At some point in the next few hours the coronavirus will kill the 2 978th perso,worry
RT Nearly 400k people have donated unused GPU resources to the Folding project to fight COVID 19 The total compute mo,worry
RT This is unconscionable Americans are already afraid of the impact the deadly COVID 19 pandemic is having on their lives th,sadness
RT What are ventilators and why do we need them in our fight against COVID 19 A brief explainer CoronavirusCrisis I,worry
RT coronavirus News Alert Dr Vladimir Zelenko a board certified family practitioner in NY has now treated 699 Covid 19,neutral
Support Immanuelle by signing Why You Must Act Now and I ll deliver a copy to your officials too,worry
Support Chris by signing Why You Must Act Now and I ll deliver a copy to your officials too,worry
RT Trump loving megachurch pastor faces charges for packing church with hundreds despite COVID 19 warnings,fun
RT STORY CALL OUT Have you lost your income due to COVID 19 and are applying for the Emergency Response Benefit I m spea,fun
RT Press Conference The Office of the Prime Minister and the Ministry of Health and Wellness will provide an update on C,worry
RT My Mom s a nurse and just tested positive for COVID 19 The caregiver is now the patient Stay home for all the brave,relief
RT We have lost one of our NY based trans community leaders to COVID 19 Rest in power Lorena Borjas,fun
Coronavirus Holyoke Soldiers Home superintendent placed on leave at least 5 residents die from COVID 19 By J,happiness
RT Proud of Team McCormick for pitching in to make and deliver desperately needed masks to help those on the frontlines of Coro,relief
RT I still see no evidence COVID 19 is remotely as dangerous as the seasonal flu In 2017 18 seasonal flu infected 41 millio,worry
Seasonal depression SZN was ending and then COVID 19 happens and here we are,neutral
RT BREAKING NEWS donates items to the streets and some households to help people survive in this COVID 19 qua,worry
RT Time to work together Share your rally cap and DKRally and will donate 1 to the s COVID 19 rel,worry
RT Useful primer on the benefits of masks A recommendation from CDC for consumers to wear cotton masks with guidelines,relief
RT I am deeply saddened by the COVID 19 related death of Army Capt Douglas Linn Hickok a physician assistant amp New Jersey Nati,worry
RT Chinese medics have just arrived in London to help us fight Covid 19 The media won t tell you for some reason https,happiness
RT Creighton WOW what an evil little man money over humanity and yes he works for the Australian Covid 19,fun
RT If you have 34 minutes while doing other computer work listen to this video It elegantly explains exactly what happens,neutral
RT I have recovered from Covid 19 We are humbled by the outpouring of love for me and John and our precious family He is sta,neutral
peters Daddy Daughter Viral Duets Aim to Bring Hope Joy Amid COVID 19 Despair The Prayer,fun
RT In response to the overwhelmed medical infrastructure in Italy and New York City our disaster response team has estab,fun
No stream tonight I m really sorry My chest hurts so much worse today I m gonna call my doctor tomorrow and se,worry
RT This is unconscionable Americans are already afraid of the impact the deadly COVID 19 pandemic is having on their lives th,sadness
RT Connect with a panel of leaders in a special webinar tomorrow at 5 PM EDT and learn strategies on transitioni,fun
RT I miss world without covid 19,sadness
RT MP Good to see Americans taking a rigorous scientific approach to the eradication of Covid 19 Coronavirustruth https,fun
RT Hobbs7 Brides are cancelling their big day People are dying alone Funerals of no more than 10 people Healthcare workers stayi,happiness
RT People should not believe the scare tactics I work in healthcare in Houston Texas reviewing patient clin,neutral
RT Support Sandra by signing COVID 19 leadership and I ll deliver a copy to your officials too,neutral
RT As a college student I have been laid off my part time job denied unemployment left out of the COVID 19 relief pac,relief
RT Raise your hand if there is someone in your immediate circle of friends and family who would be extremely vulnerable if,worry
RT Former DB left the NFL in 2013 to attend medical school Now Rolle is a neurosurgery resident who is seeing the imp,sadness
RT Dogs may be able to detect COVID 19,neutral
RT This Wednesday we ll be doing a live podcast to speak on the effects COVID 19 is having on the nightlife industry amp a bunch,neutral
Klamath County has a new confirmed case of COVID 19 5 total cases in the county 4 active 1 recovered,neutral
RT COVID 19 update for March 30 2020 Check back daily for updates or visit,relief
RT Rep Velazquez has presumed COVID 19 infection was near Pelosi other lawmakers last week I m starting to believe that,worry
RT Chinese medics have just arrived in London to help us fight Covid 19 The media won t tell you for some reason https,happiness
RT This is unconscionable Americans are already afraid of the impact the deadly COVID 19 pandemic is having on their lives th,sadness
Support Kim by signing Why You Must Act Now and I ll deliver a copy to your officials too,worry
RT For the first time in history the PNW s famous ability to isolate and shun our fellow beings has worked in our favor Cov,worry
RT If you think you have Covid 19 DO NOT TAKE IBUPROFEN there is a correlation between the pill the disease and those who are,happiness
RT A new rebellious trend has emerged in Italy and the mainstream media refuse to cover it Under the slogan We will save o,worry
3 30 2020 Update The Riverside University Health System has confirmed 16 cases of COVID 19 in the City of Eastvale,neutral
Ambulatory Surgery Centers can now temporarily enroll as hospitals under sweeping regulatory changes announced by C,worry
RT If you have an 80 year old patient with terminal cancer heart disease and diabetes hanging onto life by a thread who die,worry
RT Useful primer on the benefits of masks A recommendation from CDC for consumers to wear cotton masks with guidelines,relief
Support Chris by signing Why You Must Act Now and I ll deliver a copy to your officials too,worry
RT My sister has Covid 19 She s 7 months pregnant Will you pray for her,worry
RT Contagion stars Marion Cotillard Matt Damon Jennifer Ehle Laurence Fishburne amp Kate Winslet are here to guide you thr,fun
RT DI Council grants waiver to allow additional eligibility for spring sport athletes whose seasons were impacted by COVID 19 https,happiness
RT Coronavirus doesn t discriminate but racial disparities in our health care system may mean Black and Brown families aren t,neutral
RT This is unconscionable Americans are already afraid of the impact the deadly COVID 19 pandemic is having on their lives th,sadness
Do you know someone who is extremely vulnerable to COVID 19 and requires extra support because they cannot leave ho,sadness
RT We just got another 20 in the door Help us fight back and continue to cover how workers are fighting back against COVID 19,worry
Yaaall that COVID 19 test is PAINFULL ASF It burns so bad and they goo deeeep in yo damn nostril,worry
RT amigouk RUSSIA TODAY US military will send MORTUARY services staff to New York to cope with Covid 19 death toll as FEMA deploys,worry
RT ICYMI Steve Murphy interviews Nova Scotia Premier Stephen McNeil and New Brunswick Premier Blaine Higgs about,fun
RT leon 04 My mom tested positive for COVID 19 yesterday Tonight we had to rush her to the emergency room because she couldn t breath,worry
RT March 30 2020 USNS COMFORT arrival timelapse USNS Comfortarrives in New York City in supp,neutral
RT RadioIrava in FARSI w Mr Gharaee writer activist Topic The catastrophe of Iran,worry
RT More than 150 independent movie theaters across the country have closed to slow the spread of COVID 19 We ve set up a short,neutral
RT Amazon in NYC and Instacart a grocery service face walkouts today if demands are not met pertaining to COVID19 BREAKIN,neutral
RT Google and Twitter ban ads that mention coronavirus and COVID 19 even helpful ones,fun
I have been hearing reports from across the country and particularly in New York from healthcare worke,sadness
RT When is asking how much blood the totalitarian CCP government has on it s hands covering up a COVID 19 viru,worry
RT Premier uses own truck to pick up donated masks amid the COVID 19 crisis,neutral
RT Foundation Local organisations looking to apply for our COVID 19 Local Community Response Fund can now email us TheArsenalFo,neutral
RT Why didn t UK take part in EU procurement No 10 We didn t get the email in time Michael Gove Communication confu,worry
RT VICTORY Just hours after filing our legal challenge a federal court has ruled to block Ohio s attempts at preventing access t,neutral
RT Adolph T J Mendez a father of six was still playing basketball with friends earlier this month He died from compl,worry
RT COVID 19 Monday Update 3 30 20 Here s the latest crisis update from Dr Craig Smith and l,happiness
Important Survey Let us know how COVID 19 is impacting your business Surrey Restaurant Business Impact Survey amp,fun
RT My Mom s a nurse and just tested positive for COVID 19 The caregiver is now the patient Stay home for all the brave,relief
RT The pastor of a Tampa megachurch is facing charges after refusing to close its doors despite a safer at home order in ef,relief
RT Canadian military assembles rapid reaction teams to help with pandemic response,relief
RT We can we will Beat coronavirusindia Thermal Screening Helping India in Stopping Outspread of COVID 19 Thermal C,fun
RT It s an uncomfortable and grim topic to broach but this is the cruel reality of COVID19 No one is overreacting No one is e,sadness
Have to wonder if car 19 has covid 19,neutral
RT This is unconscionable Americans are already afraid of the impact the deadly COVID 19 pandemic is having on their lives th,sadness
RT Google and Twitter ban ads that mention coronavirus and COVID 19 even helpful ones,fun
Maybe they just going to discuss your funeral cover since Covid 19 happened new benefits nyana,worry
RT My sister has Covid 19 She s 7 months pregnant Will you pray for her,worry
RT L A County officials deliver COVID 19 updates March 30 2020,neutral
RT When COVID 19 upended their semester a group of SOM students headed to BeAM to build protective gear for health care wo,neutral
RT The first known federal prisoner to die of COVID 19 was a nonviolent drug offender serving an absurdly enhanced sentenc,worry
RT Louisiana tops 4000 cases more than 25 are hospitalized A clue to high hospitalization rate 40 of the dead had diabe,worry
RT Hobbs7 Brides are cancelling their big day People are dying alone Funerals of no more than 10 people Healthcare workers stayi,happiness
RT Chinese medics have just arrived in London to help us fight Covid 19 The media won t tell you for some reason https,happiness
I am now an MBRUCommunityImmunity Ambassador I am responsible to protect myself and my community from COVID 19,worry
RT WE ARE WITH YOU We DEMAND Occupied Bed Stats COVID 19 hospitals We DEMAND all STATS for RECOVERED patie,relief
RT AndeKarim Its easy to say that COVID 19 is spreading because people wont stay home I think it has more to do with the fact that,happiness
RT Once again New York dominates the US COVID 19 outbreak contributing 279 deaths to the daily total of 543 I am curious t,sadness
RT My Mom s a nurse and just tested positive for COVID 19 The caregiver is now the patient Stay home for all the brave,relief
RT NEW White House provides an update on COVID 19 response President Trump Over 1 million Americans have now been te,neutral
RT I have recovered from Covid 19 We are humbled by the outpouring of love for me and John and our precious family He is sta,neutral
RT I am pleased to announce that stocks have now recovered 35 of all they lost since the beginning of the COVID 19 hype stor,sadness
RT Patrick Jones is the first person in federal prison to die from COVID 19 Jones was convicted in 2017 of possession with,sadness
RT Leaked documents reveals how US hospitals are preparing for COVID 19,neutral
RT Hobbs7 Brides are cancelling their big day People are dying alone Funerals of no more than 10 people Healthcare workers stayi,happiness
RT Survey of leading economists Abandoning severe lockdowns at a time when the likelihood of a resurgence in infections,fun
RT Life finds ways of throwing LEMON at me I ve struggled w coming forward but I want to inspire hope I returned to N,worry
RT Malaysian doctor wife and 5 children test positive for COVID 19,worry
That comfort food PUFF PUFF amid COVID 19,neutral
RT Responding to the COVID 19 pandemic in complex humanitarian crises New Commentary by et al,worry
RT Cubs Rizzo Helps To Feed Hospital Workers On COVID 19 Front Lines,neutral
RT My Mom s a nurse and just tested positive for COVID 19 The caregiver is now the patient Stay home for all the brave,relief
RT leon 04 My mom tested positive for COVID 19 yesterday Tonight we had to rush her to the emergency room because she couldn t breath,worry
RT alvaroo 6 COVID 19 is all fun and jokes in the Valley until loved ones start dying and y all claim that God failed them when in reali,fun
RT A farmer waits for customers at a market in Darrang Assam lockdown Covid 19 Telegraph,fun
RT Patrick Jones is the first person in federal prison to die from COVID 19 Jones was convicted in 2017 of possession with,sadness
RT Every rupee counts Send your donations to Account Title Prime Minister s Relief Fund for COVID 19 National Bank of Pak,worry
RT PELOSI SAYS INVESTIGATE TRUMP S COVID 19 RESPONSE TRUMP Donated Salary to COVID 19 Research PELOSI Gives herself a,neutral
RT My Mom s a nurse and just tested positive for COVID 19 The caregiver is now the patient Stay home for all the brave,relief
Support Esther by signing Why You Must Act Now and I ll deliver a copy to your officials too,worry
RT Watch these members set up an alternate care site on the campus of the University of New Hampshire in Durham as,fun
RT Coronavirus Nigeria s Ooni of Ife reveals herbs that can treat COVID 19,happiness
RT BOOM The FDA just issued an Emergency Use Auth allowing hydroxychloroquine to be distributed and prescribed by docto,sadness
Frontline NY Nurses Lack Protective Masks amp Ventilators Say Worst Yet to Come as COVID 19 Spreads via,neutral
RT I have recovered from Covid 19 We are humbled by the outpouring of love for me and John and our precious family He is sta,neutral
RT Thank you to all of the doctors affiliated with our program amp all of the doctors that are fighting COVID 19 All medic,fun
RT,neutral
RT This weekend the administration secured 31 million tablets of hydroxychloroquine and chloroquine wh,neutral
RT After all this is over never forget how the government compromised its healthcare system WAY before COVID 19 https,neutral
RT Chinese medics have just arrived in London to help us fight Covid 19 The media won t tell you for some reason https,happiness
RT coronavirus News Alert Dr Vladimir Zelenko a board certified family practitioner in NY has now treated 699 Covid 19,neutral
RT Many factual reports from Nurses and Nursing homes that if someone dies of a lung or heart comorbidity then,worry
Emergency funding to Canadian writers facing lost income because of the global COVID 19 pandemic,worry
RT If you have an 80 year old patient with terminal cancer heart disease and diabetes hanging onto life by a thread who die,worry
RT Reversing a sabotaged COVID 19 response is impossible w Trump s impulsive talk His NY quarantine was reversed by the C,sadness
RT My cousin went to the ER cause she was throwing up no cough no difficulty breathing They diagnosed her with COVID 19 and,worry
RT If you have an 80 year old patient with terminal cancer heart disease and diabetes hanging onto life by a thread who die,worry
RT john We know that tdsb staff members are experiencing many different pressures amp challenges as we deal with COVID 19 During t,fun
RT Nancy Pelosi claims Trump didn t act early enough to stop the spread of COVID 19 But when Trump banned Chinese natio,worry
Washoe County is reporting its second death in two days just as the Nevada total goes over 1 000 8NN coronavirus,sadness
RT KissMyBot I wholeheartedly agree with Mark Cuban Do you Mark Cuban Daily Caller Interview Trump Deserves All The Credit,fun
RT Chinese medics have just arrived in London to help us fight Covid 19 The media won t tell you for some reason https,happiness
RT Indio Fashion Mall before and after COVID 19,happiness
RT A 24 yr old frat bro of mine just passed from COVID 19 Guys this bitch ain t discriminating Do your best to protect you,fun
RT On tomorrow s NCBA s Cattlemen to Cattlemen Colin Woodall discusses NCBA s response to the COVID 19 crisis amp what the stimul,fun
RT Herridge COVID 19 Ford and GE Healthcare to Build 50 000 Ventilators in Michigan in Next 100 days 30k a month after as needed A,neutral
RT As of today in Spain over 12 000 health professionals have tested positive for Covid 19 That s 14 of Spain s total co,neutral
RT If you think you have Covid 19 DO NOT TAKE IBUPROFEN there is a correlation between the pill the disease and those who are,happiness
what indoor programs would train my biceps and triceps mate covid 19 got me locked,neutral
RT AndeKarim Its easy to say that COVID 19 is spreading because people wont stay home I think it has more to do with the fact that,happiness
Daily Situation Report 70 from WHO COVID 19 Italy and Spain combined account for more than half of the new death,worry
RT AndeKarim Its easy to say that COVID 19 is spreading because people wont stay home I think it has more to do with the fact that,happiness
RT The U S has 5 of the world s population and 20 of the world s Covid 19 cases,fun
RT My Mom s a nurse and just tested positive for COVID 19 The caregiver is now the patient Stay home for all the brave,relief
RT Kenno x I m a front line HCW 6 out of my last 7 shifts have had to be covered by agency or overtime because I m waiting for covid 1,worry
RT shannon This cause is close to my heart please sign,worry
RT Leavitt Trump s press briefings are removing local news shows off the air That s intentional Trump doesn t want you watching,worry
Account Title Prime Minister s Relief Fund for COVID 19 National Bank of Pakistan Account No 4162786786 Swift,neutral
RT Chinese medics have just arrived in London to help us fight Covid 19 The media won t tell you for some reason https,happiness
RT BREAKING Gov Seyi Makinde Tests Positive For COVID 19,neutral
RT By the time the CPC belatedly pulled the plug on its June leadership vote PeterMacKay the presumed front runner to succee,neutral
RT Life finds ways of throwing LEMON at me I ve struggled w coming forward but I want to inspire hope I returned to N,worry
RT Amazon just fired one of the leaders of today s AmazonStrike on Staten Island SHAME on a heartless firing of a wo,sadness
RT leon 04 My mom tested positive for COVID 19 yesterday Tonight we had to rush her to the emergency room because she couldn t breath,worry
RT Covid 19 update MilitaryStrong Overwatch here in Northern Virginia got our back doing his be,neutral
RT Great information from our Special Education team,fun
RT Chinese medics have just arrived in London to help us fight Covid 19 The media won t tell you for some reason https,happiness
RT My sister has Covid 19 She s 7 months pregnant Will you pray for her,worry
RT UG The University of Ghana is pleased to inform members of the university community and the public that all the University s,sadness
RT Thinker Covid 19 Quarantine brings out the worst and the best in people The next 30 days will reveal who you really are,worry
RT A 17 year old boy in Los Angeles County who became the first teen believed to have died from complications with COVID19,fun
RT This is unconscionable Americans are already afraid of the impact the deadly COVID 19 pandemic is having on their lives th,sadness
RT Attn doctors nurses amp others involved in public health Pls sign this PETITION from to protect healthcare,fun
RT Twitter spox confirms this tweet fell under its rules governing misleading information around COVID 19 and Ingraham ha,worry
RT 1 Canadians do NOT want a UN Security Council seat 2 Trudeau is NOT Canada Trudeau is Trudeau Justin is destroying,neutral
RT 362 samples have been tested for Covid 19 to date Of that number 36 tested positive 9 results are pending and the re,happiness
